Time_UTC,WECC_Load_MWh,CA_Load_MWh
2046-01-01 00:00:00,121167.69,45683.04
2046-01-01 01:00:00,125890.11000000002,47510.16
2046-01-01 02:00:00,129234.25,49167.01
2046-01-01 03:00:00,132160.73,51259.47
2046-01-01 04:00:00,133606.25,52916.42
2046-01-01 05:00:00,130716.1,52010.14
2046-01-01 06:00:00,124939.51000000001,49599.41
2046-01-01 07:00:00,118682.3,46988.41
2046-01-01 08:00:00,113003.99,44559.73
2046-01-01 09:00:00,108716.78,42191.1
2046-01-01 10:00:00,106569.17,40568.56
2046-01-01 11:00:00,106164.7,39577.22
2046-01-01 12:00:00,107849.16,39598.85
2046-01-01 13:00:00,111081.62,40357.27
2046-01-01 14:00:00,114342.24,40976.31
2046-01-01 15:00:00,118054.83,41677.91
2046-01-01 16:00:00,122877.68000000001,44292.83
2046-01-01 17:00:00,126077.67,45848.3
2046-01-01 18:00:00,127763.84,46900.7
2046-01-01 19:00:00,128433.13,47522.17
2046-01-01 20:00:00,129023.3,48376.53
2046-01-01 21:00:00,128952.75,48983.33
2046-01-01 22:00:00,128033.62,48758.19
2046-01-01 23:00:00,127390.3,48278.77
2046-01-02 00:00:00,133799.66,52619.41
2046-01-02 01:00:00,137818.68,53734.14
2046-01-02 02:00:00,140051.96,54609.58
2046-01-02 03:00:00,141750.26,55679.85
2046-01-02 04:00:00,141721.44,56537.24
2046-01-02 05:00:00,137587.91999999998,55748.74
2046-01-02 06:00:00,130972.48,53196.34
2046-01-02 07:00:00,123406.69,50073.21
2046-01-02 08:00:00,116527.54,46952.97
2046-01-02 09:00:00,111603.05,44294.51
2046-01-02 10:00:00,109536.34,42450.32
2046-01-02 11:00:00,110107.04,41866.31
2046-01-02 12:00:00,112981.66,42409.44
2046-01-02 13:00:00,116785.33,43397.17
2046-01-02 14:00:00,120831.61,44484.56
2046-01-02 15:00:00,125840.87999999999,45845.56
2046-01-02 16:00:00,130646.47,48637.5
2046-01-02 17:00:00,133603.73,51294.54
2046-01-02 18:00:00,134129.09,52666.89
2046-01-02 19:00:00,134060.75,53605.79
2046-01-02 20:00:00,134485.41999999998,54892.59
2046-01-02 21:00:00,134864.79,55712.24
2046-01-02 22:00:00,133712.24,54795.58
2046-01-02 23:00:00,132718.69999999998,53358.04
2046-01-03 00:00:00,133539.38,53172.77
2046-01-03 01:00:00,136539.12,53899.9
2046-01-03 02:00:00,138122.01,54177.59
2046-01-03 03:00:00,139705.94999999998,54556.45
2046-01-03 04:00:00,140155.55,55629.25
2046-01-03 05:00:00,137150.09,55774.21
2046-01-03 06:00:00,130303.75,52906.42
2046-01-03 07:00:00,122781.34,49532.35
2046-01-03 08:00:00,115790.84,46233.98
2046-01-03 09:00:00,110846.95,43520.65
2046-01-03 10:00:00,108902.1,41703.33
2046-01-03 11:00:00,110218.96,41562.01
2046-01-03 12:00:00,113652.76000000001,42400.44
2046-01-03 13:00:00,117500.97,43317.94
2046-01-03 14:00:00,121595.0,44341.92
2046-01-03 15:00:00,126616.01000000001,45518.25
2046-01-03 16:00:00,133645.41,50086.94
2046-01-03 17:00:00,134482.95,50391.48
2046-01-03 18:00:00,132173.7,49910.97
2046-01-03 19:00:00,130308.56999999999,49574.92
2046-01-03 20:00:00,129327.36,49481.15
2046-01-03 21:00:00,128320.02,49167.89
2046-01-03 22:00:00,129013.13,49706.11
2046-01-03 23:00:00,130093.43000000001,50334.08
2046-01-04 00:00:00,131473.76,49237.0
2046-01-04 01:00:00,136604.29,51895.85
2046-01-04 02:00:00,139693.07,53502.07
2046-01-04 03:00:00,142132.82,54887.35
2046-01-04 04:00:00,142285.29,56103.51
2046-01-04 05:00:00,137616.09,55063.46
2046-01-04 06:00:00,129760.08,51600.04
2046-01-04 07:00:00,122027.03000000001,48211.04
2046-01-04 08:00:00,114907.06999999999,44879.35
2046-01-04 09:00:00,109630.67,42004.76
2046-01-04 10:00:00,107887.54,40505.17
2046-01-04 11:00:00,109012.83,40260.69
2046-01-04 12:00:00,112422.33,41062.62
2046-01-04 13:00:00,116381.45,42003.11
2046-01-04 14:00:00,120643.39,42996.67
2046-01-04 15:00:00,125259.27,43916.11
2046-01-04 16:00:00,132997.28,49101.83
2046-01-04 17:00:00,133642.33,49702.93
2046-01-04 18:00:00,131054.86,49499.72
2046-01-04 19:00:00,128902.15,49502.75
2046-01-04 20:00:00,127389.2,49422.16
2046-01-04 21:00:00,126387.98999999999,49276.53
2046-01-04 22:00:00,125841.69,48911.66
2046-01-04 23:00:00,127360.31999999999,49544.02
2046-01-05 00:00:00,128312.20999999999,48886.52
2046-01-05 01:00:00,134132.61000000002,51170.54
2046-01-05 02:00:00,136675.96,51949.55
2046-01-05 03:00:00,139361.84,53131.7
2046-01-05 04:00:00,140034.86,54383.85
2046-01-05 05:00:00,136525.99,54475.42
2046-01-05 06:00:00,129397.52,51634.61
2046-01-05 07:00:00,122032.17,48506.2
2046-01-05 08:00:00,115058.78,45432.59
2046-01-05 09:00:00,109753.28,42586.11
2046-01-05 10:00:00,107309.25,40533.09
2046-01-05 11:00:00,107843.54000000001,39839.19
2046-01-05 12:00:00,110595.37,40207.11
2046-01-05 13:00:00,114187.87,40957.6
2046-01-05 14:00:00,117864.1,41847.11
2046-01-05 15:00:00,122354.53,42773.35
2046-01-05 16:00:00,129393.45,47919.74
2046-01-05 17:00:00,130275.18000000001,48740.27
2046-01-05 18:00:00,129255.8,49119.73
2046-01-05 19:00:00,128365.05,49326.98
2046-01-05 20:00:00,128023.7,49444.56
2046-01-05 21:00:00,127868.22,49496.59
2046-01-05 22:00:00,127699.72,49516.98
2046-01-05 23:00:00,128398.87,49953.23
2046-01-06 00:00:00,125470.15,48287.53
2046-01-06 01:00:00,130256.2,50221.89
2046-01-06 02:00:00,131743.05,50321.89
2046-01-06 03:00:00,133312.63999999998,51166.91
2046-01-06 04:00:00,133422.91,52066.53
2046-01-06 05:00:00,131375.04,52469.25
2046-01-06 06:00:00,125867.42000000001,50223.19
2046-01-06 07:00:00,119607.08,47346.61
2046-01-06 08:00:00,113592.5,44563.0
2046-01-06 09:00:00,108882.13,42147.15
2046-01-06 10:00:00,105859.05,40346.53
2046-01-06 11:00:00,104442.48,39060.81
2046-01-06 12:00:00,104720.84,38601.08
2046-01-06 13:00:00,105947.83,38601.07
2046-01-06 14:00:00,107654.51000000001,38854.83
2046-01-06 15:00:00,109824.18,39153.63
2046-01-06 16:00:00,113274.64,41331.69
2046-01-06 17:00:00,114236.9,41772.34
2046-01-06 18:00:00,114809.45,42139.25
2046-01-06 19:00:00,115220.8,42446.6
2046-01-06 20:00:00,115135.85,42431.85
2046-01-06 21:00:00,114695.35,42236.43
2046-01-06 22:00:00,114459.56,42125.97
2046-01-06 23:00:00,115250.74,42898.62
2046-01-07 00:00:00,124240.16,47638.72
2046-01-07 01:00:00,129343.73,50218.21
2046-01-07 02:00:00,130751.69,50371.3
2046-01-07 03:00:00,132444.05,51213.38
2046-01-07 04:00:00,132708.66,52100.08
2046-01-07 05:00:00,129384.07,51437.89
2046-01-07 06:00:00,123386.97,48590.31
2046-01-07 07:00:00,117189.77,45710.15
2046-01-07 08:00:00,111335.87000000001,43048.87
2046-01-07 09:00:00,106785.73,40632.59
2046-01-07 10:00:00,104053.63,38936.12
2046-01-07 11:00:00,103108.68000000001,38079.48
2046-01-07 12:00:00,103648.12,37934.79
2046-01-07 13:00:00,105004.75,38086.54
2046-01-07 14:00:00,106902.84,38430.43
2046-01-07 15:00:00,109276.61,38923.46
2046-01-07 16:00:00,112650.01,40930.25
2046-01-07 17:00:00,114601.28,42054.07
2046-01-07 18:00:00,115312.94,42273.91
2046-01-07 19:00:00,115918.57,42525.18
2046-01-07 20:00:00,116251.95999999999,42591.34
2046-01-07 21:00:00,116232.34999999999,42394.63
2046-01-07 22:00:00,116160.79,42391.31
2046-01-07 23:00:00,116132.84,42566.2
2046-01-08 00:00:00,128120.9,48506.42
2046-01-08 01:00:00,134646.48,51511.73
2046-01-08 02:00:00,137565.63999999998,52852.49
2046-01-08 03:00:00,139891.34,54015.79
2046-01-08 04:00:00,140521.6,55339.72
2046-01-08 05:00:00,136928.52,55207.34
2046-01-08 06:00:00,129378.69,51910.22
2046-01-08 07:00:00,122014.28,48594.33
2046-01-08 08:00:00,115236.01,45414.32
2046-01-08 09:00:00,110040.79000000001,42623.98
2046-01-08 10:00:00,108015.15000000001,41086.55
2046-01-08 11:00:00,108938.11,40689.28
